F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s 	 s12 	 s12-s 
MZ22518434	MZ22504342	0	1.0000	0.8145	0.8593	0.9072	-0.0480	
MZ22502033	MZ22521823	0	-0.0249	0.2451	-0.0959	0.0161	-0.1119	
MZ22514646	MZ22502888	0	0.9878	0.9103	0.8966	0.9491	-0.0524	
MZ22501980	MZ22523831	0	0.3360	0.9412	0.3481	0.6218	-0.2737	
MZ22511874	MZ22522834	0	0.7299	0.1258	0.1931	0.4192	-0.2261	
MZ22510083	MZ22504716	75	0.8859	0.4671	0.8127	0.6466	0.1661	
MZ22511530	MZ22518289	0	0.9444	0.9444	0.9444	0.9444	0.0000	
MZ22525103	MZ22521434	0	0.8823	0.8823	0.8824	0.8823	0.0000	
MZ22516889	MZ22502145	90	0.1630	0.1804	1.0000	0.1766	0.8234	
MZ22516348	MZ22521479	0	1.0000	0.7307	0.9030	0.9050	-0.0020	
MZ22511091	MZ22505945	0	0.1639	1.0000	0.2909	0.5820	-0.2911	
MZ22514126	MZ22514904	0	0.9923	0.7701	0.8790	0.8843	-0.0054	
MZ22523066	MZ22529789	0	0.7500	0.0000	0.6667	0.6667	0.0000	
MZ22506712	MZ22505984	0	0.5979	0.9981	0.6700	0.8739	-0.2039	
MZ22519974	MZ22508951	0	0.8823	0.7692	0.8333	0.8333	0.0000	
MZ22511762	MZ22500107	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22517204	MZ22509345	0	0.4079	0.1084	-0.3354	0.2082	-0.5437	
MZ22519528	MZ22521635	0	0.7751	0.4444	0.4914	0.5891	-0.0977	
MZ22518804	MZ22501096	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528225	MZ22508696	0	-0.5000	0.0976	-0.0564	0.0347	-0.0911	
MZ22520528	MZ22509188	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22511905	MZ22527081	0	0.9981	0.0000	0.8163	0.8167	-0.0004	
MZ22516237	MZ22501734	0	0.9412	0.0274	0.1996	0.4362	-0.2367	
MZ22509869	MZ22517710	0	0.3540	0.2857	0.2841	0.3275	-0.0433	
MZ22500636	MZ22504537	0	1.0000	0.9588	0.9632	0.9800	-0.0168	
MZ22506613	MZ22503031	0	0.5707	0.9624	0.5606	0.8318	-0.2713	
MZ22505102	MZ22500294	0	1.0000	0.5099	0.5411	0.7549	-0.2138	
MZ22500907	MZ22500467	0	1.0000	0.7778	0.9259	0.9259	-0.0000	
MZ22519516	MZ22508888	71	0.6057	0.6448	0.9766	0.6334	0.3432	
MZ22504274	MZ22502606	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22508746	MZ22529789	0	0.9651	0.0000	0.8537	0.8579	-0.0041	
MZ22520040	MZ22506304	0	1.0000	0.8889	0.9444	0.9444	-0.0000	
MZ22513607	MZ22520014	0	0.5625	0.9123	0.7158	0.7568	-0.0410	
MZ22526771	MZ22516054	0	0.2727	0.5766	0.2769	0.4528	-0.1759	
MZ22527548	MZ22528120	0	0.8876	-0.5000	0.3751	0.4251	-0.0499	
MZ22511324	MZ22511517	0	0.7051	0.7692	0.7066	0.7399	-0.0333	
MZ22505785	MZ22514747	0	1.0000	0.7269	0.7218	0.8439	-0.1221	
MZ22523688	MZ22525800	0	0.1931	0.6059	0.0881	0.3995	-0.3114	
MZ22510659	MZ22518322	0	0.9979	0.8564	0.9155	0.9311	-0.0156	
MZ22510865	MZ22502529	0	0.9069	1.0000	0.9032	0.9589	-0.0558	
MZ22514757	MZ22513226	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22516538	MZ22515957	0	0.7663	1.0000	0.8006	0.8865	-0.0859	
MZ22513872	MZ22505586	0	0.8125	1.0000	0.9143	0.9143	0.0000	
MZ22500362	MZ22518640	0	1.0000	0.9474	0.9730	0.9730	-0.0000	
MZ22514284	MZ22511163	0	0.9593	1.0000	0.9578	0.9822	-0.0244	
MZ22528218	MZ22505218	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22510570	MZ22511340	0	1.0000	0.5166	0.7671	0.8634	-0.0963	
MZ22505547	MZ22518243	0	0.4519	0.9873	0.4605	0.6967	-0.2362	
MZ22530447	MZ22502015	0	0.0000	0.1123	0.0041	0.1005	-0.0964	
MZ22503122	MZ22527130	0	0.8843	0.5978	0.4954	0.7820	-0.2865	
MZ22509314	MZ22512535	0	0.8978	0.9663	0.9062	0.9339	-0.0277	
MZ22500172	MZ22522183	0	0.2271	1.0000	0.2820	0.5706	-0.2886	
MZ22500045	MZ22515223	0	0.1925	1.0000	0.2844	0.5445	-0.2601	
MZ22523609	MZ22524020	114	0.4394	0.5384	0.6091	0.4649	0.1442	
MZ22521706	MZ22508238	0	0.5401	1.0000	0.6540	0.7792	-0.1252	
MZ22518166	MZ22502670	0	0.3750	0.7449	0.5384	0.6104	-0.0719	
MZ22514079	MZ22507820	0	0.2993	0.7857	0.3332	0.6236	-0.2904	
MZ22515575	MZ22511691	0	0.9419	0.9438	0.8964	0.9428	-0.0464	
MZ22505484	MZ22505851	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22506135	MZ22515996	0	0.9856	0.8750	0.9226	0.9303	-0.0077	
MZ22520533	MZ22507087	0	0.6537	0.8490	0.6876	0.7682	-0.0806	
MZ22514132	MZ22501326	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22504555	MZ22514611	0	0.3801	1.0000	0.4676	0.6078	-0.1403	
MZ22515413	MZ22522059	0	0.8750	0.9722	0.9088	0.9236	-0.0148	
MZ22502963	MZ22510979	0	0.2790	1.0000	0.3433	0.6395	-0.2962	
MZ22521334	MZ22501756	0	0.9403	1.0000	0.9657	0.9693	-0.0036	
MZ22521721	MZ22522712	0	1.0000	0.3750	0.7619	0.7619	0.0000	
MZ22519660	MZ22500956	0	1.0000	0.7236	0.7186	0.8657	-0.1472	
MZ22510127	MZ22519004	0	0.3333	0.7305	0.4048	0.4657	-0.0609	
MZ22529161	MZ22511085	0	0.0000	-0.1237	-0.1578	-0.1031	-0.0547	
MZ22503526	MZ22512816	0	0.5162	1.0000	0.5152	0.7708	-0.2556	
MZ22500197	MZ22501038	0	0.7295	1.0000	0.8077	0.8648	-0.0570	
MZ22521952	MZ22513955	0	0.6875	0.8722	0.7117	0.7799	-0.0682	
MZ22504833	MZ22530783	0	0.9444	0.9872	0.9341	0.9505	-0.0165	
MZ22521635	MZ22515750	0	0.4444	1.0000	0.7222	0.7222	0.0000	
MZ22523014	MZ22502477	0	0.3563	0.9856	0.6674	0.7186	-0.0513	
MZ22521681	MZ22502577	0	0.4705	0.0430	-0.3421	0.1855	-0.5277	
MZ22507425	MZ22511559	0	0.9222	1.0000	0.9312	0.9623	-0.0311	
MZ22512611	MZ22511994	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22515062	MZ22505261	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22526401	MZ22501572	0	1.0000	0.9985	0.9984	0.9992	-0.0008	
MZ22503116	MZ22531013	0	0.8145	1.0000	0.8131	0.8398	-0.0267	
MZ22527735	MZ22521924	0	0.7500	-0.3333	0.2857	0.2857	-0.0000	
MZ22506760	MZ22517273	0	0.8947	0.8750	0.8857	0.8857	-0.0000	
MZ22527886	MZ22501058	0	0.0000	0.8000	0.7143	0.7143	0.0000	
MZ22520677	MZ22529583	0	1.0000	-0.5000	0.8500	0.8500	0.0000	
MZ22500429	MZ22501510	0	0.2875	1.0000	0.4016	0.6534	-0.2517	
MZ22516181	MZ22514295	0	0.9444	1.0000	0.9722	0.9722	0.0000	
MZ22517101	MZ22503582	0	0.9624	0.2324	0.2590	0.5678	-0.3088	
MZ22530056	MZ22523433	0	-0.5000	0.0000	-0.1429	-0.1429	0.0000	
MZ22531204	MZ22524449	0	0.0000	0.7500	0.5000	0.5000	0.0000	
MZ22511308	MZ22528319	0	0.8337	1.0000	0.8455	0.8495	-0.0040	
MZ22509507	MZ22515996	0	0.9500	0.8750	0.9167	0.9167	0.0000	
MZ22523509	MZ22526004	0	0.6802	0.5802	0.2542	0.6438	-0.3896	
MZ22517307	MZ22505336	0	0.9722	1.0000	0.9713	0.9869	-0.0157	
MZ22503036	MZ22525194	0	0.9159	0.6429	0.7575	0.7885	-0.0310	
MZ22507880	MZ22501642	0	0.9819	0.2034	0.3112	0.6143	-0.3031	
MZ22503059	MZ22523295	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22525158	MZ22503520	0	1.0000	0.5625	0.5869	0.7746	-0.1878	
MZ22524600	MZ22500205	0	0.9172	0.2167	0.1734	0.5104	-0.3370	
MZ22507856	MZ22511838	0	0.9932	1.0000	0.9930	0.9968	-0.0038	
MZ22502427	MZ22501636	0	0.9990	0.9528	0.9504	0.9759	-0.0254	
MZ22504811	MZ22515281	0	0.5948	0.9885	0.5811	0.7973	-0.2162	
MZ22506451	MZ22520799	0	0.8115	1.0000	0.8097	0.8397	-0.0300	
MZ22505678	MZ22509619	0	0.3086	0.8665	0.2580	0.5800	-0.3221	
MZ22521638	MZ22500642	0	1.0000	-0.0378	0.2600	0.4538	-0.1938	
MZ22522174	MZ22519599	0	1.0000	0.2994	0.5099	0.7868	-0.2769	
MZ22507208	MZ22529278	0	0.9571	-1.0000	0.7345	0.7396	-0.0051	
MZ22524445	MZ22501790	0	0.7886	1.0000	0.8613	0.8723	-0.0110	
MZ22523954	MZ22515184	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22507772	MZ22502720	0	0.9859	0.9500	0.9584	0.9665	-0.0081	
MZ22508532	MZ22528166	0	0.8524	0.5777	0.6066	0.8158	-0.2091	
MZ22523892	MZ22520583	1	0.1000	-0.3333	0.3170	-0.0625	0.3795	
MZ22503628	MZ22528079	0	0.5619	0.0000	0.4593	0.5057	-0.0464	
MZ22522445	MZ22509821	0	0.0000	0.9847	0.6643	0.6696	-0.0052	
MZ22526271	MZ22500582	0	-0.6070	0.5867	0.3073	0.4162	-0.1089	
MZ22526724	MZ22515012	0	1.0000	0.4904	0.5547	0.5923	-0.0376	
MZ22528184	MZ22515089	0	-1.0000	1.0000	0.8462	0.8462	0.0000	
MZ22506006	MZ22518727	0	0.0615	0.8095	0.0230	0.3915	-0.3685	
MZ22500894	MZ22512978	0	0.7072	0.8719	0.6706	0.7740	-0.1033	
MZ22531062	MZ22502544	0	0.0000	1.0000	0.9000	0.9000	0.0000	
MZ22510127	MZ22500613	0	0.3333	1.0000	0.6923	0.6923	0.0000	
MZ22510561	MZ22511810	0	0.9236	0.1293	0.2022	0.5264	-0.3242	
MZ22521177	MZ22504853	0	-0.0289	0.5841	0.3674	0.5042	-0.1368	
MZ22512618	MZ22505047	0	0.9725	0.8823	0.9146	0.9287	-0.0142	
MZ22519861	MZ22521759	0	1.0000	-0.1341	0.6848	0.7938	-0.1090	
MZ22506596	MZ22521098	0	0.7970	1.0000	0.7899	0.9045	-0.1146	
MZ22516516	MZ22515766	0	0.5409	0.8889	0.7658	0.7915	-0.0256	
MZ22500311	MZ22509138	0	0.0891	1.0000	0.2670	0.5445	-0.2775	
MZ22514301	MZ22522305	0	0.9333	0.9444	0.9394	0.9394	0.0000	
MZ22521705	MZ22520154	0	0.3534	1.0000	0.6143	0.7605	-0.1462	
MZ22526588	MZ22527364	0	0.7692	0.1995	0.4707	0.6624	-0.1917	
MZ22503972	MZ22521125	0	0.4803	1.0000	0.4685	0.6982	-0.2298	
MZ22505109	MZ22527038	0	1.0000	0.0000	0.8261	0.8261	0.0000	
MZ22502558	MZ22525868	0	0.3131	0.9243	0.2433	0.5724	-0.3291	
MZ22519751	MZ22509599	0	1.0000	0.2584	0.3385	0.6404	-0.3020	
MZ22518797	MZ22508488	0	0.2669	0.6106	0.3962	0.5088	-0.1126	
MZ22527804	MZ22526112	0	0.8928	0.7143	0.6552	0.7678	-0.1126	
MZ22524663	MZ22529674	0	0.9492	-1.0000	0.7135	0.7199	-0.0064	
MZ22518383	MZ22524746	0	0.9333	0.7800	0.8422	0.8845	-0.0423	
MZ22524792	MZ22522306	0	0.8667	1.0000	0.9412	0.9412	-0.0000	
MZ22513229	MZ22514046	0	0.3000	1.0000	0.7407	0.7407	0.0000	
MZ22519304	MZ22500880	26	-0.1724	0.2796	0.0869	0.1892	-0.1024	
MZ22522608	MZ22502581	0	0.9412	0.2173	0.3633	0.5689	-0.2056	
MZ22502581	MZ22517086	0	0.2173	0.9781	0.4084	0.6270	-0.2186	
MZ22510709	MZ22513300	0	0.8823	0.6537	0.6662	0.7647	-0.0985	
MZ22511776	MZ22514999	0	0.3636	0.7999	0.5540	0.6344	-0.0804	
MZ22511962	MZ22514192	0	0.1421	0.9412	0.5877	0.7596	-0.1719	
MZ22511871	MZ22509814	0	0.8538	0.9412	0.8767	0.8962	-0.0195	
MZ22529311	MZ22529227	0	-0.0903	0.0000	-0.1780	-0.0564	-0.1216	
MZ22514894	MZ22525099	0	0.1917	0.2203	0.1241	0.2005	-0.0764	
MZ22509506	MZ22518386	66	-0.1789	0.3650	0.1500	-0.0071	0.1572	
MZ22513284	MZ22504787	0	0.1197	0.8705	0.2405	0.5702	-0.3296	
MZ22514423	MZ22514221	0	1.0000	0.8118	0.8381	0.9088	-0.0707	
MZ22502086	MZ22508575	0	0.3556	0.7427	0.2357	0.5325	-0.2969	
MZ22528059	MZ22531094	0	-0.0467	0.0000	-0.3411	-0.0233	-0.3178	
MZ22501849	MZ22520945	0	0.9727	1.0000	0.9718	0.9863	-0.0145	
MZ22525582	MZ22521847	0	1.0000	0.5000	0.6429	0.6429	0.0000	
MZ22522680	MZ22530223	0	0.5155	1.0000	0.4913	0.6366	-0.1453	
MZ22500084	MZ22505728	0	0.2337	0.8411	0.2069	0.5292	-0.3223	
MZ22523278	MZ22525670	0	0.0258	0.7500	0.0332	0.1783	-0.1451	
MZ22503897	MZ22517472	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22501297	MZ22528477	21	0.0704	-1.0000	0.3703	-0.0153	0.3856	
MZ22500133	MZ22524913	0	0.1345	0.8571	0.1568	0.4321	-0.2753	
MZ22523638	MZ22510196	0	1.0000	0.9372	0.9363	0.9677	-0.0314	
MZ22518804	MZ22516532	0	1.0000	0.9104	0.9072	0.9578	-0.0506	
MZ22516786	MZ22502846	0	1.0000	0.9616	0.9605	0.9803	-0.0197	
MZ22508914	MZ22510748	0	0.9785	0.3293	0.3967	0.6539	-0.2572	
MZ22525612	MZ22502585	0	-0.0869	0.2776	-0.0593	0.1561	-0.2154	
MZ22525824	MZ22506808	0	0.7873	0.9474	0.8454	0.8823	-0.0369	
MZ22505088	MZ22530815	0	0.9123	0.0000	0.8118	0.8211	-0.0093	
MZ22507196	MZ22513945	0	0.9757	1.0000	0.9749	0.9879	-0.0129	
MZ22510635	MZ22505920	0	1.0000	0.0000	0.8571	0.8571	0.0000	
MZ22523701	MZ22522081	0	0.3827	0.9375	0.5885	0.7862	-0.1977	
MZ22512206	MZ22505225	0	0.8162	0.2670	0.6401	0.6637	-0.0235	
MZ22508005	MZ22510306	0	0.9435	0.4010	0.7027	0.8660	-0.1633	
MZ22523583	MZ22529597	0	0.6531	-0.0114	0.3114	0.5202	-0.2088	
MZ22501520	MZ22518259	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22518028	MZ22501671	0	0.8101	0.5355	0.4179	0.6647	-0.2468	
MZ22501883	MZ22529319	0	1.0000	0.0000	0.9000	0.9000	0.0000	
MZ22504893	MZ22503353	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22509282	MZ22502897	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22500485	MZ22519260	0	0.2888	0.4602	-0.1421	0.3745	-0.5165	
MZ22529932	MZ22516246	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22519312	MZ22511637	0	1.0000	0.4411	0.5278	0.7206	-0.1927	
MZ22504223	MZ22502002	0	1.0000	0.9412	0.9706	0.9706	-0.0000	
MZ22519078	MZ22520028	0	1.0000	0.9549	0.9611	0.9762	-0.0151	
MZ22526627	MZ22502282	0	0.9804	0.9149	0.9089	0.9306	-0.0217	
MZ22517290	MZ22523350	0	0.6951	0.3840	0.1236	0.5304	-0.4067	
MZ22525779	MZ22521807	0	0.5000	0.8000	0.6875	0.6875	0.0000	
MZ22515076	MZ22509319	7	0.8238	0.9089	0.9286	0.8785	0.0500	
MZ22501233	MZ22514693	0	0.9024	0.8223	0.7232	0.8646	-0.1413	
MZ22521540	MZ22517058	0	0.2222	-0.1343	-0.1261	0.0544	-0.1805	
MZ22503533	MZ22514132	0	0.1113	1.0000	0.2735	0.5556	-0.2821	
MZ22519449	MZ22510916	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22500405	MZ22527107	0	0.7363	0.5000	0.6426	0.6933	-0.0508	
MZ22511014	MZ22505841	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22519853	MZ22527770	0	0.9824	-0.3997	0.7753	0.8369	-0.0617	
MZ22507764	MZ22517618	0	0.9759	0.9444	0.9466	0.9597	-0.0132	
MZ22513044	MZ22524357	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22518580	MZ22510231	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22500820	MZ22510990	0	0.6786	0.5125	0.2436	0.5979	-0.3543	
MZ22500038	MZ22507485	162	0.0160	0.4057	0.0478	0.1459	-0.0981	
MZ22519064	MZ22505644	0	0.7048	0.8561	0.6117	0.7687	-0.1570	
MZ22500853	MZ22502897	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22511224	MZ22508977	0	0.6256	0.0785	0.0217	0.3360	-0.3143	
MZ22508069	MZ22505531	0	0.7222	0.8889	0.8056	0.8056	0.0000	
MZ22500989	MZ22526912	0	0.8619	0.5566	0.4193	0.7092	-0.2899	
MZ22525870	MZ22517972	0	0.6676	0.9067	0.5812	0.8160	-0.2348	
MZ22523640	MZ22524812	0	1.0000	0.9474	0.9722	0.9722	-0.0000	
MZ22504476	MZ22506200	0	0.3778	1.0000	0.4017	0.6805	-0.2789	
MZ22504203	MZ22521250	0	0.9778	0.1422	0.3346	0.6274	-0.2927	
MZ22505568	MZ22506789	0	0.6285	1.0000	0.7623	0.7789	-0.0166	
MZ22519347	MZ22522332	0	0.8162	0.9474	0.7778	0.8917	-0.1140	
MZ22531174	MZ22524955	0	0.1730	0.3238	0.1273	0.3023	-0.1750	
MZ22523337	MZ22524148	0	0.8889	1.0000	0.9444	0.9444	-0.0000	
MZ22510964	MZ22525430	0	0.4615	0.8790	0.6349	0.6529	-0.0179	
MZ22515495	MZ22516686	0	0.8401	1.0000	0.9044	0.9223	-0.0179	
MZ22505388	MZ22520203	0	1.0000	0.4743	0.7423	0.9249	-0.1826	
MZ22521284	MZ22527379	0	0.3333	0.6250	0.4231	0.4231	0.0000	
MZ22510887	MZ22526608	0	0.8916	-0.3333	0.5848	0.5854	-0.0005	
MZ22505885	MZ22509274	0	0.9689	1.0000	0.9679	0.9849	-0.0170	
MZ22516686	MZ22500469	0	1.0000	0.5976	0.7342	0.7424	-0.0082	
MZ22526885	MZ22529028	0	0.3878	0.9599	0.2982	0.5022	-0.2040	
MZ22516286	MZ22503728	0	0.7923	0.9672	0.8401	0.8798	-0.0397	
MZ22521154	MZ22527181	0	0.2838	0.7819	0.1444	0.4876	-0.3431	
MZ22517166	MZ22501683	0	0.9441	0.2089	0.2433	0.5482	-0.3050	
MZ22505244	MZ22517723	0	0.8268	0.8333	0.7384	0.8301	-0.0917	
MZ22531030	MZ22530878	0	-1.0000	0.0000	-0.5000	-0.5000	0.0000	
MZ22520450	MZ22500344	0	1.0000	0.0867	0.2531	0.5303	-0.2772	
MZ22512186	MZ22507742	0	0.9609	0.7991	0.7530	0.8752	-0.1222	
MZ22522625	MZ22510346	0	0.9814	0.9000	0.9282	0.9386	-0.0104	
MZ22530658	MZ22527028	0	0.0000	0.7962	0.6628	0.6635	-0.0007	
MZ22526142	MZ22527182	0	0.0000	0.8889	0.7619	0.7619	-0.0000	
MZ22518307	MZ22521479	0	0.4906	0.7307	0.5719	0.6347	-0.0628	
MZ22521487	MZ22507495	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22502988	MZ22517225	0	1.0000	0.8546	0.8501	0.9273	-0.0772	
MZ22513698	MZ22525937	0	0.8430	0.6364	0.7265	0.7588	-0.0323	
MZ22500470	MZ22503582	0	0.5430	0.2324	-0.1417	0.3837	-0.5254	
MZ22522968	MZ22512627	0	0.0000	1.0000	0.8182	0.8182	0.0000	
MZ22524234	MZ22525160	0	0.9474	-0.1082	0.3348	0.5185	-0.1837	
MZ22501534	MZ22518614	0	1.0000	0.8461	0.9112	0.9276	-0.0163	
MZ22510265	MZ22521366	0	1.0000	0.7692	0.9032	0.9032	0.0000	
MZ22504193	MZ22514656	0	0.3865	0.9748	0.4204	0.6980	-0.2775	
MZ22501591	MZ22518490	0	0.2498	1.0000	0.2683	0.3408	-0.0724	
MZ22518241	MZ22517177	0	0.3741	0.6418	0.3681	0.5388	-0.1707	
MZ22523221	MZ22528138	0	0.7978	1.0000	0.8045	0.8216	-0.0171	
MZ22518549	MZ22519883	0	0.8080	0.1596	0.2922	0.5152	-0.2229	
MZ22524614	MZ22521957	0	0.3362	0.8823	0.6238	0.8004	-0.1766	
MZ22504449	MZ22506961	0	0.5135	0.9444	0.5391	0.7290	-0.1899	
MZ22519290	MZ22515750	0	0.4443	1.0000	0.4912	0.7222	-0.2309	
MZ22504705	MZ22519944	0	0.9630	0.9721	0.9483	0.9665	-0.0182	
MZ22524729	MZ22520754	0	1.0000	0.8476	0.8335	0.9682	-0.1348	
MZ22522045	MZ22517875	0	0.9272	0.5816	0.6565	0.7822	-0.1257	
MZ22520299	MZ22523787	0	0.3625	1.0000	0.4632	0.4750	-0.0119	
MZ22509383	MZ22500756	0	1.0000	0.0684	0.5026	0.7295	-0.2269	
MZ22515588	MZ22525173	0	0.5380	0.8000	0.5883	0.6069	-0.0187	
MZ22503764	MZ22506233	0	0.9444	0.9412	0.9429	0.9429	0.0000	
MZ22516432	MZ22513316	0	0.9412	0.7214	0.7236	0.8224	-0.0988	
MZ22514186	MZ22523998	0	0.9957	0.9048	0.9429	0.9455	-0.0025	
MZ22505134	MZ22505799	0	0.9926	0.9640	0.9545	0.9812	-0.0267	
MZ22506654	MZ22518242	52	0.8007	0.8189	1.0000	0.8086	0.1914	
MZ22519104	MZ22503972	0	0.9444	0.4803	0.4447	0.7124	-0.2677	
MZ22519997	MZ22506900	0	0.2222	0.9412	0.6923	0.6923	-0.0000	
MZ22521307	MZ22520289	0	0.9679	1.0000	0.9671	0.9819	-0.0149	
MZ22512500	MZ22504063	0	0.5549	1.0000	0.5692	0.7657	-0.1966	
MZ22525593	MZ22522502	0	1.0000	0.0000	0.8235	0.8235	0.0000	
MZ22521766	MZ22500957	0	1.0000	0.9695	0.9687	0.9848	-0.0161	
MZ22528486	MZ22518609	0	0.0571	0.8287	0.5886	0.7235	-0.1349	
MZ22525505	MZ22511969	0	0.8895	1.0000	0.8807	0.9632	-0.0825	
MZ22510264	MZ22504958	0	0.8235	0.7547	0.6619	0.7881	-0.1262	
MZ22512276	MZ22518797	0	0.8333	0.2669	0.6276	0.6590	-0.0314	
MZ22510196	MZ22509166	0	0.9372	1.0000	0.9375	0.9702	-0.0327	
MZ22519720	MZ22511877	0	0.1993	0.9474	0.5425	0.7678	-0.2254	
MZ22530257	MZ22528343	0	0.0000	0.0000	0.0000	0.0000	0.0000	
MZ22507366	MZ22504836	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22516550	MZ22518683	0	0.2222	0.8333	0.6296	0.6296	0.0000	
MZ22504893	MZ22520735	0	1.0000	0.6667	0.8378	0.8378	-0.0000	
MZ22514519	MZ22527531	0	0.5403	-0.2000	0.3161	0.3794	-0.0633	
MZ22504811	MZ22529709	0	0.5948	0.0000	0.4869	0.5322	-0.0453	
MZ22520536	MZ22527020	0	0.9885	0.4461	0.6646	0.8723	-0.2077	
MZ22505574	MZ22526049	0	0.0317	0.5759	0.3935	0.4453	-0.0518	
MZ22504839	MZ22520014	0	1.0000	0.9123	0.9097	0.9619	-0.0522	
MZ22530194	MZ22522701	0	0.6837	0.8568	0.7731	0.8395	-0.0664	
MZ22521526	MZ22523299	0	1.0000	0.3333	0.7692	0.7692	0.0000	
MZ22522108	MZ22516820	0	0.8873	0.5584	0.4606	0.7229	-0.2622	
MZ22503712	MZ22517390	0	0.1161	0.7994	0.3709	0.6042	-0.2333	
MZ22506163	MZ22524495	0	1.0000	0.9493	0.9473	0.9769	-0.0297	
MZ22516223	MZ22515227	0	0.6707	0.6503	0.4698	0.6602	-0.1903	
MZ22519842	MZ22526302	0	0.3585	0.4444	0.3060	0.4180	-0.1120	
MZ22525427	MZ22500572	0	0.0000	0.4638	0.2289	0.3584	-0.1295	
MZ22518899	MZ22506448	0	1.0000	0.9464	0.9451	0.9678	-0.0227	
MZ22500820	MZ22517243	0	0.6786	0.5660	0.4926	0.6440	-0.1514	
MZ22515419	MZ22522452	90	0.2183	0.5045	0.7533	0.3174	0.4359	
MZ22518781	MZ22509282	0	0.9444	1.0000	0.9737	0.9737	0.0000	
MZ22500738	MZ22508553	0	0.9058	1.0000	0.9208	0.9529	-0.0320	
MZ22521073	MZ22519199	0	1.0000	0.5000	0.8696	0.8696	0.0000	
MZ22524438	MZ22524244	0	0.9632	0.2721	0.6974	0.8250	-0.1276	
MZ22512965	MZ22518858	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22504003	MZ22512744	0	1.0000	0.8810	0.8808	0.9405	-0.0596	
MZ22529369	MZ22504555	23	-1.0000	0.3801	0.9394	0.2965	0.6429	
MZ22514040	MZ22522608	0	0.8294	0.9412	0.8349	0.8870	-0.0521	
MZ22531249	MZ22517097	0	0.0000	0.2103	-0.0712	0.1577	-0.2289	
MZ22515564	MZ22527626	0	0.9832	0.0000	0.7685	0.7725	-0.0040	
MZ22526677	MZ22516543	0	-0.7207	1.0000	0.6088	0.6559	-0.0470	
MZ22523364	MZ22510210	0	1.0000	0.9545	0.9543	0.9659	-0.0116	
MZ22513067	MZ22514618	0	0.3521	1.0000	0.5913	0.7102	-0.1189	
MZ22518548	MZ22500294	0	1.0000	0.5099	0.5279	0.6849	-0.1570	
MZ22508939	MZ22519000	0	0.8366	1.0000	0.9040	0.9161	-0.0121	
MZ22530658	MZ22504454	0	0.0000	1.0000	0.9000	0.9000	0.0000	
MZ22517103	MZ22503098	0	0.1112	0.8823	0.3593	0.3734	-0.0141	
MZ22531136	MZ22521009	0	0.0000	0.4000	0.2857	0.2857	0.0000	
MZ22515855	MZ22524461	0	0.8000	0.8181	0.7970	0.8102	-0.0132	
MZ22530137	MZ22526585	0	1.0000	0.9805	0.9802	0.9833	-0.0030	
MZ22502590	MZ22505491	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22523725	MZ22524891	0	0.6667	0.3333	0.5238	0.5238	-0.0000	
MZ22530618	MZ22515930	0	-0.5000	1.0000	0.8500	0.8500	0.0000	
MZ22510478	MZ22521589	8	0.1567	0.0227	0.0899	0.0984	-0.0086	
MZ22515459	MZ22529918	0	0.7501	-0.5000	0.6161	0.6251	-0.0090	
MZ22514452	MZ22508165	0	0.8000	0.2141	0.2094	0.5070	-0.2976	
MZ22528320	MZ22520564	0	0.0000	0.9834	0.8780	0.8799	-0.0019	
MZ22502428	MZ22505230	0	0.8125	0.9179	0.8339	0.8683	-0.0344	
MZ22519834	MZ22506634	0	1.0000	0.9842	0.9837	0.9921	-0.0084	
MZ22523414	MZ22501515	0	0.9412	1.0000	0.9714	0.9714	-0.0000	
MZ22519127	MZ22509067	0	0.9733	1.0000	0.9724	0.9867	-0.0142	
