F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s 	 s12 	 s12-s 
MZ22528810	MZ22508619	0	0.0000	0.6646	0.5288	0.5539	-0.0251	
MZ22521984	MZ22501366	0	0.3263	0.1498	-0.2616	0.2086	-0.4702	
MZ22506146	MZ22503805	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529960	MZ22519462	0	0.0000	1.0000	0.8947	0.8947	0.0000	
MZ22502275	MZ22523684	0	0.3593	1.0000	0.4459	0.6155	-0.1697	
MZ22504258	MZ22529553	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22508908	MZ22505614	0	0.5522	1.0000	0.7702	0.7761	-0.0059	
MZ22530974	MZ22509421	0	0.0000	0.8571	0.7563	0.7714	-0.0151	
MZ22509860	MZ22526864	0	1.0000	-0.1923	0.7742	0.7832	-0.0090	
MZ22527227	MZ22514192	0	0.7528	0.9412	0.8383	0.8714	-0.0331	
MZ22510612	MZ22503729	0	0.5333	1.0000	0.7879	0.7879	0.0000	
MZ22530240	MZ22522413	0	0.0000	0.6667	0.4000	0.4000	-0.0000	
MZ22527392	MZ22530844	0	-1.0000	0.0000	-0.6000	-0.6000	0.0000	
MZ22512887	MZ22504255	0	0.1579	1.0000	0.6672	0.8469	-0.1797	
MZ22526821	MZ22510288	0	0.5714	1.0000	0.8846	0.8846	-0.0000	
MZ22512855	MZ22503762	0	0.9934	0.0551	0.2431	0.4840	-0.2409	
MZ22514422	MZ22517741	0	0.1095	0.8716	0.4874	0.5945	-0.1071	
MZ22512141	MZ22528048	0	0.9412	0.1628	0.6689	0.8244	-0.1555	
MZ22528791	MZ22500490	0	0.0000	0.0145	-0.0617	0.0132	-0.0748	
MZ22504789	MZ22509293	0	1.0000	0.4492	0.6931	0.7506	-0.0575	
MZ22515009	MZ22528550	0	0.3189	1.0000	0.3144	0.3906	-0.0762	
MZ22527389	MZ22507855	0	0.5375	0.4585	0.1128	0.4782	-0.3654	
MZ22507372	MZ22515860	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22524456	MZ22516553	0	0.5714	0.9401	0.8191	0.8369	-0.0178	
MZ22527435	MZ22506286	0	0.8333	0.5456	0.4708	0.6472	-0.1764	
MZ22526510	MZ22523645	0	-1.0000	0.5967	0.1765	0.1975	-0.0210	
MZ22528880	MZ22504112	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22500583	MZ22527445	0	1.0000	0.1456	0.5232	0.7608	-0.2375	
MZ22525485	MZ22523332	0	0.8000	0.9412	0.9091	0.9091	-0.0000	
MZ22501040	MZ22521466	0	0.9401	0.8904	0.8839	0.9190	-0.0351	
MZ22522608	MZ22515388	0	0.9412	0.0826	0.6673	0.8124	-0.1451	
MZ22513088	MZ22521799	0	1.0000	0.3601	0.5858	0.8400	-0.2543	
MZ22523221	MZ22523283	0	0.7978	0.0781	0.4268	0.6463	-0.2195	
MZ22529029	MZ22514259	0	0.0761	0.6001	0.3463	0.5195	-0.1732	
MZ22516317	MZ22521704	0	-0.2000	0.8182	0.5000	0.5000	0.0000	
MZ22509149	MZ22513576	0	1.0000	0.8520	0.8470	0.9283	-0.0813	
MZ22527772	MZ22507461	0	0.0000	0.7817	0.6219	0.6583	-0.0364	
MZ22528415	MZ22505649	0	0.3080	1.0000	0.8244	0.9371	-0.1127	
MZ22526925	MZ22524537	0	0.4213	0.6667	0.2471	0.5685	-0.3214	
MZ22520678	MZ22518604	0	-0.3333	0.8125	0.6316	0.6316	-0.0000	
MZ22529250	MZ22527174	0	-0.0798	0.0000	-0.3466	-0.0399	-0.3067	
MZ22504826	MZ22510906	0	0.8432	1.0000	0.8582	0.9237	-0.0655	
MZ22530437	MZ22503829	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22526889	MZ22530603	0	0.0000	0.0000	0.0000	0.0000	0.0000	
MZ22524053	MZ22516188	0	0.2332	-0.0175	-0.1422	0.0452	-0.1874	
MZ22504112	MZ22529485	0	1.0000	0.0000	0.9000	0.9000	0.0000	
MZ22516566	MZ22504345	0	0.9949	1.0000	0.9947	0.9974	-0.0027	
MZ22509626	MZ22529324	0	0.3213	1.0000	0.3163	0.3967	-0.0804	
MZ22510337	MZ22510845	0	0.8889	1.0000	0.9429	0.9429	-0.0000	
MZ22523725	MZ22509568	0	0.6667	1.0000	0.8667	0.8667	-0.0000	
MZ22529754	MZ22528682	0	-0.5000	-1.0000	-0.7500	-0.7500	0.0000	
MZ22511964	MZ22520962	0	0.7912	0.9558	0.7784	0.9078	-0.1294	
MZ22514482	MZ22528712	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22503330	MZ22526738	0	0.3890	0.4800	0.2980	0.4048	-0.1068	
MZ22509342	MZ22516873	0	0.9412	0.5652	0.7250	0.7250	-0.0000	
MZ22516456	MZ22512645	0	1.0000	0.5585	0.5893	0.8712	-0.2820	
MZ22521665	MZ22524208	0	1.0000	0.9487	0.9471	0.9744	-0.0272	
MZ22524092	MZ22525739	0	0.8750	0.2909	0.6695	0.7157	-0.0462	
MZ22512993	MZ22502875	0	0.8823	0.8667	0.8750	0.8750	0.0000	
MZ22512459	MZ22518323	0	1.0000	0.8425	0.8711	0.9213	-0.0501	
MZ22502967	MZ22517920	0	0.9659	0.9833	0.9476	0.9746	-0.0270	
MZ22516863	MZ22501986	0	0.9457	1.0000	0.9436	0.9753	-0.0317	
MZ22509543	MZ22527870	0	-0.2384	0.9935	0.1513	0.2544	-0.1030	
MZ22502070	MZ22525776	0	0.5160	0.9669	0.4516	0.5634	-0.1118	
MZ22509719	MZ22530094	0	0.4332	0.0000	0.3576	0.3754	-0.0178	
MZ22520324	MZ22515266	0	0.9208	0.0257	0.5175	0.6722	-0.1546	
MZ22517513	MZ22530308	0	0.7638	1.0000	0.7612	0.7953	-0.0341	
MZ22517774	MZ22500571	0	1.0000	0.3182	0.4038	0.5979	-0.1941	
MZ22526528	MZ22528507	0	0.3655	0.0000	-0.0357	0.2437	-0.2794	
MZ22517199	MZ22516922	0	0.0666	1.0000	0.6643	0.8303	-0.1659	
MZ22502854	MZ22528747	0	1.0000	0.2169	0.8215	0.8576	-0.0361	
MZ22527393	MZ22507729	0	0.4286	0.6998	0.5415	0.6268	-0.0853	
MZ22510782	MZ22521129	0	1.0000	0.8663	0.8936	0.9351	-0.0415	
MZ22509788	MZ22504693	0	0.4890	0.9255	0.6233	0.6373	-0.0139	
MZ22527091	MZ22528431	0	0.0000	0.0000	0.0000	0.0000	0.0000	
MZ22511482	MZ22520566	0	1.0000	0.3189	0.6346	0.8093	-0.1747	
MZ22516926	MZ22527005	0	0.3040	-0.3333	-0.0216	0.1569	-0.1785	
MZ22529684	MZ22505206	0	0.9835	0.0199	0.0218	0.1951	-0.1733	
MZ22525156	MZ22527481	0	-0.1192	0.0000	-0.1223	-0.0834	-0.0389	
MZ22508165	MZ22508774	0	0.2141	1.0000	0.3458	0.6428	-0.2969	
MZ22517243	MZ22529265	0	0.5660	0.0000	0.4393	0.4528	-0.0135	
MZ22523317	MZ22522715	0	1.0000	-0.1322	0.2559	0.4339	-0.1781	
MZ22531026	MZ22512051	0	0.5000	0.6519	0.5606	0.6215	-0.0609	
MZ22524144	MZ22518223	0	0.1525	0.8182	0.4193	0.5379	-0.1186	
MZ22528231	MZ22521689	0	0.0966	0.7333	0.5376	0.6584	-0.1209	
MZ22500472	MZ22519888	0	0.0589	1.0000	0.2177	0.4772	-0.2595	
MZ22500820	MZ22507064	0	0.6786	1.0000	0.6712	0.8347	-0.1635	
MZ22521487	MZ22503392	0	1.0000	0.9965	0.9964	0.9983	-0.0018	
MZ22504009	MZ22518132	0	1.0000	0.9444	0.9722	0.9722	0.0000	
MZ22505813	MZ22525524	0	0.7998	0.9567	0.7646	0.8260	-0.0613	
MZ22505532	MZ22522583	0	0.3001	1.0000	0.2945	0.4459	-0.1514	
MZ22529173	MZ22523409	0	-0.0109	-0.5000	-0.5851	-0.2555	-0.3297	
MZ22501730	MZ22515799	0	0.1112	1.0000	0.2523	0.5309	-0.2786	
MZ22526670	MZ22531230	0	-0.5000	0.0000	-0.2500	-0.2500	0.0000	
MZ22516369	MZ22503358	0	0.6368	0.6841	0.3606	0.6618	-0.3012	
MZ22503526	MZ22518888	0	0.5162	1.0000	0.5098	0.7512	-0.2414	
MZ22520448	MZ22507883	0	0.1499	1.0000	0.5773	0.7384	-0.1611	
MZ22513261	MZ22524553	0	-0.0576	0.2851	-0.3385	0.0029	-0.3415	
MZ22505160	MZ22501320	0	0.9529	0.8836	0.8317	0.9182	-0.0866	
MZ22517616	MZ22525398	0	0.6842	0.6561	0.4477	0.6639	-0.2162	
MZ22528653	MZ22525558	0	-0.3109	0.9375	0.7267	0.7988	-0.0721	
MZ22500576	MZ22530154	0	1.0000	0.3103	0.8078	0.9310	-0.1233	
MZ22500216	MZ22524074	0	1.0000	0.5714	0.8182	0.8182	-0.0000	
MZ22526967	MZ22528526	0	0.0000	-0.5000	-0.2000	-0.2000	0.0000	
MZ22521240	MZ22509232	0	0.9366	1.0000	0.9345	0.9692	-0.0347	
MZ22511964	MZ22516659	0	0.7912	0.8825	0.6960	0.8520	-0.1561	
MZ22529168	MZ22520517	0	1.0000	0.8889	0.9000	0.9000	-0.0000	
MZ22529734	MZ22523083	0	0.0000	0.9597	0.8343	0.8398	-0.0054	
MZ22529166	MZ22518792	0	0.0000	1.0000	0.9000	0.9000	0.0000	
MZ22528338	MZ22524746	0	-1.0000	0.7800	0.3644	0.3844	-0.0200	
MZ22522254	MZ22502429	0	0.3819	0.1339	-0.2857	0.2466	-0.5323	
MZ22508404	MZ22526086	0	1.0000	0.6667	0.9524	0.9524	-0.0000	
MZ22530612	MZ22513391	0	0.0000	0.8333	0.7500	0.7500	0.0000	
MZ22507194	MZ22523727	0	1.0000	0.4341	0.7395	0.9192	-0.1796	
MZ22531221	MZ22522281	0	0.0000	0.1978	-0.1681	0.1318	-0.2999	
MZ22514706	MZ22511363	0	0.7483	0.0603	0.3611	0.4308	-0.0697	
MZ22529797	MZ22501345	0	-0.5000	0.9452	0.8086	0.8138	-0.0052	
MZ22522825	MZ22525126	0	0.3509	1.0000	0.4512	0.7566	-0.3054	
MZ22504769	MZ22514847	0	1.0000	0.8000	0.9091	0.9091	0.0000	
MZ22521195	MZ22500506	0	0.2307	0.9207	0.5633	0.7827	-0.2194	
MZ22523379	MZ22524144	0	0.9641	0.1525	0.5691	0.6936	-0.1245	
MZ22526312	MZ22529629	0	0.8794	1.0000	0.8787	0.8936	-0.0149	
MZ22528592	MZ22527260	0	0.2095	0.8693	0.6136	0.7814	-0.1678	
MZ22504793	MZ22521018	0	0.1548	1.0000	0.3089	0.5895	-0.2806	
MZ22530111	MZ22514998	0	0.2071	0.9760	0.7825	0.8991	-0.1166	
MZ22509749	MZ22506560	0	0.4229	0.8333	0.3625	0.5871	-0.2246	
MZ22503392	MZ22519190	0	0.9965	0.2694	0.6374	0.7207	-0.0833	
MZ22501359	MZ22517581	0	1.0000	0.9412	0.9714	0.9714	-0.0000	
MZ22519706	MZ22527773	0	1.0000	-0.2500	0.7619	0.7619	0.0000	
MZ22518667	MZ22504769	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22521621	MZ22530257	0	0.6875	0.0000	0.6111	0.6111	0.0000	
MZ22520172	MZ22505680	0	0.5570	1.0000	0.8054	0.8582	-0.0529	
MZ22516386	MZ22515886	0	1.0000	-0.0409	0.7042	0.8108	-0.1065	
MZ22518252	MZ22525536	0	0.7647	1.0000	0.8649	0.8670	-0.0021	
MZ22526466	MZ22514100	0	0.0000	0.4416	0.2517	0.3533	-0.1016	
MZ22531142	MZ22517878	0	0.0000	0.8347	0.7338	0.7513	-0.0175	
MZ22512574	MZ22515715	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22510404	MZ22528470	0	0.9868	0.0219	0.7273	0.8552	-0.1280	
MZ22523757	MZ22501280	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22515551	MZ22516908	0	0.9817	1.0000	0.9810	0.9911	-0.0101	
MZ22506399	MZ22523847	0	0.8750	0.0000	0.7000	0.7000	0.0000	
MZ22514451	MZ22502578	0	0.9444	0.8483	0.8625	0.8964	-0.0339	
MZ22531183	MZ22504938	0	0.0000	0.5439	0.4413	0.4895	-0.0483	
MZ22512000	MZ22523553	0	1.0000	0.0000	0.8421	0.8421	0.0000	
MZ22525875	MZ22510133	0	0.7500	0.9802	0.9346	0.9384	-0.0038	
MZ22507231	MZ22503383	0	0.9412	0.8188	0.8032	0.8766	-0.0734	
MZ22500603	MZ22522847	0	0.6911	0.2298	0.4221	0.5812	-0.1591	
MZ22523606	MZ22530042	0	0.5875	-0.5000	0.4308	0.4730	-0.0422	
MZ22519163	MZ22526286	0	0.3638	1.0000	0.4430	0.5982	-0.1552	
MZ22500276	MZ22526142	0	0.1410	0.0000	-0.0009	0.1218	-0.1227	
MZ22529073	MZ22529872	0	0.1058	1.0000	0.1864	0.5529	-0.3665	
MZ22528557	MZ22527644	0	0.1906	1.0000	0.7866	0.9101	-0.1235	
MZ22512669	MZ22526257	0	0.2849	0.5122	0.2502	0.4112	-0.1609	
MZ22512392	MZ22529649	0	0.0000	1.0000	0.3333	0.3333	0.0000	
MZ22508712	MZ22512836	0	0.9412	1.0000	0.9722	0.9722	-0.0000	
MZ22509384	MZ22510291	0	0.7059	0.6250	0.6667	0.6667	0.0000	
MZ22510073	MZ22508858	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22519069	MZ22509601	0	0.7692	1.0000	0.9143	0.9143	0.0000	
MZ22518943	MZ22502570	0	0.9656	0.6837	0.6408	0.8168	-0.1760	
MZ22504553	MZ22512352	0	0.9986	1.0000	0.9986	0.9993	-0.0007	
MZ22502075	MZ22507218	0	0.9412	0.8062	0.7761	0.8718	-0.0957	
MZ22506121	MZ22529336	0	0.9612	0.8787	0.8852	0.9543	-0.0691	
MZ22520289	MZ22522261	0	1.0000	0.2129	0.6057	0.8251	-0.2194	
MZ22523999	MZ22527698	0	0.1932	0.1431	-0.0825	0.1860	-0.2686	
MZ22517873	MZ22520144	0	1.0000	0.5221	0.6499	0.8123	-0.1624	
MZ22503677	MZ22526483	0	0.1733	0.0000	0.0557	0.1466	-0.0909	
MZ22520731	MZ22522778	0	1.0000	0.7559	0.7407	0.9074	-0.1667	
MZ22529910	MZ22506784	0	0.0000	0.6101	0.5443	0.5510	-0.0067	
MZ22502481	MZ22510529	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22507456	MZ22508379	0	1.0000	-0.0116	0.0581	0.2523	-0.1941	
MZ22524905	MZ22530596	0	0.8462	0.0000	0.6900	0.7160	-0.0260	
MZ22529372	MZ22520647	0	0.0253	1.0000	0.8145	0.9072	-0.0926	
MZ22502949	MZ22531042	0	-0.0839	1.0000	-0.0587	0.0365	-0.0953	
MZ22517060	MZ22506475	0	0.9885	0.1321	0.5841	0.7939	-0.2098	
MZ22525391	MZ22523298	0	0.7155	0.0000	0.4774	0.5504	-0.0730	
MZ22515780	MZ22506788	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22522982	MZ22529728	0	0.4802	-0.5000	-0.2224	0.0881	-0.3105	
MZ22528780	MZ22524448	0	-0.5000	0.9333	0.7647	0.7647	0.0000	
MZ22517241	MZ22522504	0	1.0000	0.8269	0.8656	0.9236	-0.0580	
MZ22519555	MZ22500017	0	1.0000	0.1065	0.2267	0.5036	-0.2770	
MZ22526750	MZ22510701	0	0.7273	0.7934	0.6539	0.7618	-0.1078	
MZ22526872	MZ22524639	0	0.6667	0.7462	0.5671	0.7121	-0.1450	
MZ22511586	MZ22511344	0	0.2445	0.2393	-0.1527	0.2409	-0.3936	
MZ22504241	MZ22525350	0	0.5889	0.1018	0.3482	0.5193	-0.1712	
MZ22525294	MZ22511647	0	0.0000	1.0000	0.8571	0.8571	0.0000	
MZ22519735	MZ22523804	0	1.0000	0.9375	0.9688	0.9688	0.0000	
MZ22501919	MZ22508242	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22522906	MZ22509869	0	0.9294	0.3540	0.5986	0.6763	-0.0776	
MZ22528942	MZ22504347	0	0.1197	1.0000	0.8060	0.9120	-0.1060	
MZ22508286	MZ22521451	0	1.0000	0.9412	0.9706	0.9706	-0.0000	
MZ22512412	MZ22530259	0	1.0000	0.0000	0.9000	0.9000	0.0000	
MZ22518967	MZ22507607	0	0.8733	1.0000	0.9021	0.9384	-0.0363	
MZ22510533	MZ22506684	0	0.8742	0.8875	0.8256	0.8817	-0.0562	
MZ22516891	MZ22526590	0	0.7874	0.4935	0.5487	0.7433	-0.1946	
MZ22523635	MZ22510894	0	-0.0986	0.0905	-0.2102	0.0475	-0.2577	
MZ22521212	MZ22527022	0	0.9375	0.3782	0.5949	0.7362	-0.1413	
MZ22516558	MZ22520754	0	0.8475	0.8476	0.6711	0.8476	-0.1765	
MZ22523940	MZ22530449	0	0.8571	0.0000	0.6667	0.6667	0.0000	
MZ22504908	MZ22502343	0	0.4128	1.0000	0.4916	0.7227	-0.2311	
MZ22523629	MZ22505030	0	0.9084	-0.0641	-0.0636	0.2042	-0.2678	
MZ22502029	MZ22511447	0	0.3860	1.0000	0.4084	0.6930	-0.2846	
MZ22528057	MZ22506328	0	-1.0000	0.5474	0.2328	0.3093	-0.0765	
MZ22518403	MZ22526899	0	0.2552	0.0040	-0.5303	0.1296	-0.6600	
MZ22516338	MZ22500366	0	1.0000	0.0795	0.2522	0.5273	-0.2751	
MZ22528804	MZ22528023	0	0.0000	0.3333	0.1667	0.1667	0.0000	
MZ22527572	MZ22516559	0	0.4000	1.0000	0.8421	0.8421	0.0000	
MZ22524976	MZ22523285	0	-0.0536	0.9402	0.4808	0.6809	-0.2002	
MZ22506681	MZ22516223	0	1.0000	0.6707	0.8091	0.8513	-0.0422	
MZ22501728	MZ22525045	0	0.1809	0.1925	-0.0938	0.1826	-0.2764	
MZ22510599	MZ22518640	0	0.9323	0.9474	0.9054	0.9402	-0.0348	
MZ22529487	MZ22528643	0	0.0000	0.0022	-0.3330	0.0011	-0.3341	
MZ22530012	MZ22509382	0	-0.5000	0.3983	0.2028	0.2350	-0.0322	
MZ22512392	MZ22528725	0	0.0000	0.2941	-0.2384	0.0980	-0.3365	
MZ22518193	MZ22515663	0	1.0000	0.9982	0.9982	0.9991	-0.0009	
MZ22517399	MZ22508810	0	0.5497	0.9624	0.5389	0.7561	-0.2171	
MZ22525571	MZ22501976	0	0.0000	1.0000	0.7826	0.7826	0.0000	
MZ22525858	MZ22515196	0	0.3750	1.0000	0.6970	0.6970	0.0000	
MZ22516633	MZ22522020	0	0.8153	1.0000	0.8548	0.9225	-0.0678	
MZ22516667	MZ22528857	0	0.9027	0.0967	0.7170	0.8221	-0.1052	
MZ22501760	MZ22515496	0	0.9719	1.0000	0.9712	0.9852	-0.0140	
MZ22516890	MZ22520614	0	1.0000	0.2082	0.6693	0.8560	-0.1868	
MZ22519913	MZ22515665	0	0.9375	1.0000	0.9706	0.9706	0.0000	
MZ22513557	MZ22525803	0	0.9412	0.2576	0.3746	0.6726	-0.2980	
MZ22510445	MZ22517925	0	1.0000	0.1351	0.5957	0.8034	-0.2077	
MZ22510419	MZ22502727	0	1.0000	0.9412	0.9714	0.9714	-0.0000	
MZ22529473	MZ22513958	0	0.0000	1.0000	0.9000	0.9000	0.0000	
MZ22505123	MZ22507858	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530748	MZ22519984	0	0.8840	0.5746	0.3581	0.6309	-0.2727	
MZ22525370	MZ22525579	0	0.0000	0.3038	-0.1117	0.1899	-0.3015	
MZ22502452	MZ22504459	0	0.4911	0.9412	0.6191	0.7162	-0.0971	
MZ22518769	MZ22510845	0	0.6290	1.0000	0.6587	0.8392	-0.1805	
MZ22519113	MZ22518167	0	0.5909	0.8000	0.6898	0.6955	-0.0057	
MZ22501719	MZ22525875	0	0.7857	0.7500	0.7780	0.7792	-0.0012	
MZ22512542	MZ22509548	0	1.0000	0.3553	0.3944	0.7099	-0.3155	
MZ22501894	MZ22521670	0	0.8488	0.9444	0.8419	0.9103	-0.0684	
MZ22501207	MZ22519589	0	0.9915	1.0000	0.9912	0.9957	-0.0045	
MZ22505369	MZ22516963	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22516351	MZ22511190	0	0.2802	0.8889	0.4024	0.6715	-0.2691	
MZ22525192	MZ22529613	0	0.2644	-0.5000	0.0904	0.1689	-0.0784	
MZ22505263	MZ22523870	0	0.9474	0.2529	0.5053	0.7079	-0.2025	
MZ22523257	MZ22500147	0	0.0000	0.8856	0.5289	0.5313	-0.0024	
MZ22514469	MZ22517451	0	0.9882	0.9839	0.9712	0.9860	-0.0148	
MZ22526102	MZ22522891	0	0.4746	0.6793	0.3683	0.5940	-0.2257	
MZ22504460	MZ22520072	0	0.3599	0.2103	-0.0507	0.3139	-0.3645	
MZ22530683	MZ22513054	0	0.0000	0.9793	0.8458	0.8488	-0.0030	
MZ22520474	MZ22527713	0	-0.3333	0.1501	-0.2291	-0.0916	-0.1374	
MZ22504757	MZ22510902	0	0.2277	1.0000	0.3216	0.6022	-0.2806	
MZ22522656	MZ22526975	0	0.8218	0.2895	0.6324	0.7220	-0.0896	
MZ22522642	MZ22500470	0	0.6667	0.5430	0.4941	0.5599	-0.0658	
MZ22503815	MZ22502051	0	0.5876	0.4441	0.1753	0.5159	-0.3405	
MZ22530654	MZ22525413	0	-1.0000	0.7258	0.5218	0.5227	-0.0010	
MZ22503935	MZ22509730	0	0.3941	0.8556	0.4031	0.7018	-0.2987	
MZ22511316	MZ22507834	0	1.0000	0.0973	0.3173	0.5897	-0.2724	
MZ22506679	MZ22517540	0	0.5295	0.9203	0.6185	0.7301	-0.1116	
MZ22517548	MZ22515990	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22524489	MZ22512033	0	0.3378	0.6971	0.4823	0.6155	-0.1332	
MZ22524584	MZ22521486	0	0.1090	0.6246	0.2475	0.5125	-0.2650	
MZ22529379	MZ22510200	0	0.5695	0.5000	0.2084	0.5174	-0.3089	
MZ22514642	MZ22508645	0	0.3321	1.0000	0.7467	0.9089	-0.1622	
MZ22505203	MZ22531175	0	0.9966	0.0000	0.8966	0.8969	-0.0004	
MZ22521473	MZ22503292	0	0.7059	1.0000	0.8485	0.8485	0.0000	
MZ22517666	MZ22518720	0	0.6757	1.0000	0.8260	0.8425	-0.0165	
MZ22526684	MZ22517881	0	-0.3333	1.0000	0.7333	0.7333	-0.0000	
MZ22507341	MZ22526138	0	0.9829	0.6529	0.8474	0.9135	-0.0661	
MZ22526744	MZ22513326	0	1.0000	0.0507	0.4211	0.6836	-0.2624	
MZ22514924	MZ22510293	0	0.7042	0.7314	0.5234	0.7190	-0.1956	
MZ22531026	MZ22515835	0	0.5000	-0.1132	-0.0119	0.2372	-0.2491	
MZ22519254	MZ22506192	0	0.1023	0.5052	-0.3239	0.3037	-0.6277	
MZ22502872	MZ22525506	0	0.9337	0.4631	0.4258	0.7198	-0.2940	
MZ22515241	MZ22528536	0	1.0000	-0.1732	0.8044	0.8827	-0.0783	
MZ22502159	MZ22510061	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22520057	MZ22522413	0	0.8136	0.6667	0.7435	0.7842	-0.0407	
MZ22509970	MZ22508881	0	1.0000	0.9214	0.9270	0.9607	-0.0337	
MZ22526806	MZ22519531	0	0.9412	1.0000	0.9714	0.9714	-0.0000	
MZ22500369	MZ22519321	0	1.0000	0.9779	0.9771	0.9902	-0.0131	
MZ22504967	MZ22524148	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529755	MZ22515743	0	1.0000	0.9610	0.9608	0.9651	-0.0044	
MZ22523488	MZ22528677	0	1.0000	0.9407	0.8892	0.9941	-0.1049	
MZ22516133	MZ22500342	0	0.3272	0.7812	0.2315	0.5477	-0.3162	
MZ22520134	MZ22528935	0	0.9545	0.0334	0.7497	0.8576	-0.1078	
MZ22519379	MZ22524574	0	0.6511	0.9350	0.5641	0.7398	-0.1758	
MZ22526276	MZ22504665	0	0.8999	1.0000	0.9225	0.9514	-0.0289	
MZ22527987	MZ22500683	0	-0.6185	0.0220	-0.1240	-0.0581	-0.0660	
MZ22528240	MZ22511010	0	0.9491	1.0000	0.9051	0.9949	-0.0899	
MZ22506676	MZ22528973	0	0.9838	0.0000	0.8837	0.8854	-0.0017	
MZ22519839	MZ22526634	0	0.5499	0.9700	0.5514	0.7499	-0.1986	
MZ22522838	MZ22515694	0	1.0000	0.7647	0.8857	0.8857	-0.0000	
MZ22500847	MZ22522981	0	0.8822	0.8127	0.7785	0.8529	-0.0744	
MZ22508127	MZ22511126	0	0.9474	0.9681	0.9412	0.9575	-0.0163	
MZ22515149	MZ22504910	0	1.0000	0.9679	0.9670	0.9830	-0.0160	
MZ22512975	MZ22520040	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22505637	MZ22525435	0	1.0000	0.8781	0.9512	0.9594	-0.0081	
MZ22530794	MZ22518637	0	0.0000	1.0000	0.9048	0.9048	0.0000	
MZ22500726	MZ22507992	0	0.2078	0.7790	0.0397	0.4245	-0.3848	
MZ22516406	MZ22515881	0	-0.1667	0.8750	0.4286	0.4286	0.0000	
MZ22502535	MZ22512867	0	0.6609	0.9131	0.7095	0.7800	-0.0705	
MZ22519133	MZ22520114	0	0.3552	0.0000	0.2145	0.2368	-0.0223	
MZ22509962	MZ22515833	0	0.4375	1.0000	0.6087	0.6087	0.0000	
MZ22524686	MZ22522342	0	0.8715	0.2565	0.3398	0.6665	-0.3267	
MZ22507447	MZ22515561	0	0.4696	1.0000	0.6563	0.8368	-0.1805	
MZ22511170	MZ22524559	0	1.0000	-0.0741	0.6399	0.7852	-0.1453	
MZ22508352	MZ22531142	0	0.9889	0.0000	0.8888	0.8900	-0.0012	
MZ22529918	MZ22528935	0	-0.5000	0.0334	-0.5772	-0.2333	-0.3439	
MZ22518374	MZ22506145	0	0.9567	0.2858	0.3251	0.6399	-0.3148	
MZ22507137	MZ22523972	0	0.9724	0.7648	0.7243	0.9056	-0.1813	
MZ22521216	MZ22514476	0	1.0000	0.8144	0.8811	0.9157	-0.0345	
MZ22500683	MZ22522345	0	0.0220	0.7436	0.1689	0.2844	-0.1155	
MZ22521293	MZ22501132	0	0.3677	1.0000	0.6836	0.8298	-0.1462	
MZ22520904	MZ22519745	0	1.0000	0.7333	0.8750	0.8750	0.0000	
MZ22520747	MZ22528495	0	0.2857	1.0000	0.4444	0.4444	0.0000	
MZ22512713	MZ22501467	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22525083	MZ22530659	0	-0.2618	0.8353	-0.1575	0.0125	-0.1699	
MZ22503742	MZ22527991	0	0.9750	0.0000	0.8797	0.8822	-0.0025	
MZ22509342	MZ22518766	0	0.9412	1.0000	0.9706	0.9706	-0.0000	
MZ22512391	MZ22525130	0	1.0000	0.9626	0.9615	0.9736	-0.0120	
MZ22508669	MZ22508992	0	0.8407	1.0000	0.9182	0.9226	-0.0044	
MZ22505046	MZ22531030	0	0.6565	-1.0000	0.4437	0.4821	-0.0384	
MZ22516119	MZ22515097	0	1.0000	0.1681	0.3831	0.6100	-0.2269	
MZ22515398	MZ22508984	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22507800	MZ22526112	0	0.7563	0.7143	0.6789	0.7454	-0.0665	
MZ22527913	MZ22529579	0	0.0000	1.0000	0.4000	0.4000	0.0000	
MZ22502897	MZ22523611	0	1.0000	0.1888	0.6264	0.7504	-0.1240	
MZ22508151	MZ22504327	0	1.0000	0.5175	0.5098	0.7783	-0.2685	
