F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s 	 s12 	 s12-s 
MZ22530412	MZ22517721	0	0.0000	1.0000	0.8421	0.8421	0.0000	
MZ22530369	MZ22520326	0	1.0000	0.9469	0.9465	0.9528	-0.0063	
MZ22520624	MZ22502636	0	-0.6667	-0.0776	-0.2179	-0.1512	-0.0667	
MZ22528587	MZ22502300	0	-0.5000	0.9474	0.8095	0.8095	-0.0000	
MZ22530157	MZ22506467	0	0.4255	0.9453	0.6723	0.8674	-0.1951	
MZ22531096	MZ22522006	0	0.0000	0.2425	0.1296	0.2156	-0.0860	
MZ22528920	MZ22504372	0	0.0000	0.2564	0.1533	0.2279	-0.0746	
MZ22528248	MZ22509793	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529798	MZ22516978	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22531017	MZ22526161	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530453	MZ22503107	0	-0.5000	0.0890	-0.0793	0.0235	-0.1028	
MZ22530174	MZ22510016	0	0.0000	0.9600	0.8545	0.8590	-0.0045	
MZ22529265	MZ22512571	0	0.0000	0.9617	0.8504	0.8549	-0.0045	
MZ22530368	MZ22509535	0	0.9876	1.0000	0.9765	0.9987	-0.0222	
MZ22530872	MZ22504372	0	0.0000	0.2564	0.1533	0.2279	-0.0746	
MZ22528195	MZ22504062	0	-1.0000	0.9735	0.7511	0.7542	-0.0031	
MZ22529739	MZ22516272	0	-0.5000	0.9958	0.8291	0.8296	-0.0005	
MZ22530780	MZ22520092	0	1.0000	0.9436	0.9432	0.9499	-0.0067	
MZ22528378	MZ22524907	0	-0.1132	1.0000	0.7836	0.8763	-0.0927	
MZ22529298	MZ22521916	0	1.0000	0.4375	0.5000	0.5000	0.0000	
MZ22529766	MZ22517703	0	0.0000	1.0000	0.9130	0.9130	0.0000	
MZ22529917	MZ22507862	0	0.2538	0.8750	0.6754	0.8060	-0.1306	
MZ22529339	MZ22524407	0	1.0000	0.8125	0.8333	0.8333	0.0000	
MZ22529391	MZ22522508	0	0.0512	1.0000	0.7847	0.8946	-0.1099	
MZ22530678	MZ22523900	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528941	MZ22510508	0	0.6758	1.0000	0.7979	0.9640	-0.1660	
MZ22530453	MZ22516460	0	-0.5000	0.8193	0.6720	0.6727	-0.0007	
MZ22527082	MZ22520402	0	0.2449	0.8750	0.6757	0.8050	-0.1293	
MZ22529134	MZ22520302	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529525	MZ22516306	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22529267	MZ22514984	0	0.1594	1.0000	0.7856	0.9066	-0.1210	
MZ22530871	MZ22516929	0	0.0000	0.8504	0.7382	0.7559	-0.0177	
MZ22530871	MZ22500528	0	0.0000	0.2202	0.1211	0.1992	-0.0781	
MZ22528198	MZ22522032	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528193	MZ22519011	0	0.3021	0.7500	0.5649	0.7002	-0.1353	
MZ22530736	MZ22509848	0	0.0000	0.7176	0.6340	0.6378	-0.0038	
MZ22528963	MZ22525380	0	0.1298	0.9180	0.7027	0.8304	-0.1277	
MZ22527996	MZ22521398	0	0.0239	0.9625	0.7467	0.8582	-0.1115	
MZ22528651	MZ22502782	0	0.7500	0.1661	0.1398	0.2829	-0.1430	
MZ22528905	MZ22524979	0	-0.2421	0.7778	0.6040	0.6758	-0.0718	
MZ22529330	MZ22508908	0	0.0000	0.5522	0.4918	0.4940	-0.0023	
MZ22528408	MZ22502782	0	0.6388	0.1661	-0.0304	0.2186	-0.2491	
MZ22530686	MZ22521473	0	0.0000	0.7059	0.6316	0.6316	0.0000	
MZ22529538	MZ22508704	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22529801	MZ22524731	0	0.5449	0.8750	0.6811	0.8383	-0.1572	
MZ22528169	MZ22515670	0	-0.5000	0.8125	0.6667	0.6667	0.0000	
MZ22529209	MZ22513898	0	0.1091	0.2695	0.0636	0.2526	-0.1890	
MZ22528152	MZ22516460	0	0.0783	0.8193	0.6235	0.7370	-0.1134	
MZ22530007	MZ22507334	0	1.0000	0.9586	0.9583	0.9632	-0.0049	
MZ22528731	MZ22524641	0	0.3121	1.0000	0.7873	0.9236	-0.1363	
MZ22530567	MZ22505271	0	0.0000	0.7780	0.6657	0.6915	-0.0259	
MZ22530099	MZ22521212	0	-0.5000	0.9375	0.7778	0.7778	0.0000	
MZ22529901	MZ22523878	0	0.1608	1.0000	0.7856	0.9068	-0.1212	
MZ22528845	MZ22520168	0	-0.1206	0.4867	0.3191	0.4228	-0.1037	
MZ22530413	MZ22508599	0	0.0000	0.6842	0.6190	0.6190	0.0000	
MZ22530168	MZ22513498	0	0.5000	0.2532	0.2444	0.3026	-0.0582	
MZ22528597	MZ22508818	0	0.0642	0.6581	0.4778	0.5955	-0.1177	
MZ22528104	MZ22524100	0	-1.0000	0.9375	0.7222	0.7222	0.0000	
MZ22528562	MZ22518827	0	0.1065	1.0000	0.7960	0.9059	-0.1099	
MZ22528894	MZ22506483	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22530392	MZ22508210	0	-1.0000	0.9375	0.7222	0.7222	0.0000	
MZ22529049	MZ22502300	0	0.2597	0.9474	0.7683	0.8819	-0.1135	
MZ22529493	MZ22510895	0	0.0685	0.5985	0.4133	0.5427	-0.1294	
MZ22530449	MZ22521232	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22530435	MZ22519724	0	1.0000	0.7500	0.7778	0.7778	0.0000	
MZ22530156	MZ22516929	0	0.0000	0.8504	0.7382	0.7559	-0.0177	
MZ22527212	MZ22526002	0	0.2094	0.4395	0.2200	0.4011	-0.1812	
MZ22530446	MZ22509000	0	1.0000	0.6451	0.6734	0.6845	-0.0110	
MZ22529100	MZ22518090	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22529506	MZ22515802	0	-1.0000	0.9966	0.7743	0.7747	-0.0004	
MZ22528073	MZ22517277	0	-1.0000	0.6875	0.5000	0.5000	0.0000	
MZ22523770	MZ22524433	0	-1.0000	0.9747	0.6410	0.6455	-0.0045	
MZ22528614	MZ22523332	0	0.0273	0.9412	0.7429	0.8450	-0.1021	
MZ22529134	MZ22508612	0	1.0000	0.6884	0.6860	0.7230	-0.0369	
MZ22529284	MZ22516858	0	0.0173	0.6783	0.5046	0.6088	-0.1041	
MZ22529898	MZ22506825	0	0.0000	0.2394	0.1572	0.2142	-0.0569	
MZ22528391	MZ22523503	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22528586	MZ22510773	0	1.0000	0.8237	0.8224	0.8433	-0.0209	
MZ22530929	MZ22509488	0	0.0000	0.7266	0.6135	0.6459	-0.0324	
MZ22528386	MZ22506171	0	1.0000	0.5727	0.5843	0.6177	-0.0334	
MZ22530971	MZ22506825	0	1.0000	0.2394	0.2735	0.3535	-0.0799	
MZ22529372	MZ22521916	0	0.0253	0.4375	0.2846	0.3917	-0.1070	
MZ22528645	MZ22516162	0	0.1186	1.0000	0.7961	0.9072	-0.1111	
MZ22528725	MZ22521916	0	0.2941	0.4375	0.2871	0.4216	-0.1345	
MZ22528548	MZ22516929	0	0.7333	0.8504	0.7443	0.8374	-0.0931	
MZ22530458	MZ22509437	0	0.0000	0.9542	0.8427	0.8482	-0.0054	
MZ22527984	MZ22521178	0	0.0857	1.0000	0.7849	0.8984	-0.1135	
MZ22530292	MZ22502527	0	1.0000	0.2334	0.2590	0.3141	-0.0551	
MZ22508588	MZ22501769	0	0.1578	0.0492	-0.2548	0.0673	-0.3221	
MZ22530492	MZ22512571	0	0.0000	0.9617	0.8504	0.8549	-0.0045	
MZ22529037	MZ22507334	0	1.0000	0.9586	0.9583	0.9632	-0.0049	
MZ22530948	MZ22524183	0	0.0000	1.0000	0.8947	0.8947	0.0000	
MZ22527948	MZ22515815	0	1.0000	0.8125	0.8333	0.8333	0.0000	
MZ22529872	MZ22518519	0	1.0000	0.6682	0.6664	0.6998	-0.0334	
MZ22527977	MZ22510508	0	0.3463	1.0000	0.7878	0.9274	-0.1396	
MZ22529289	MZ22500528	0	1.0000	0.2202	0.2163	0.2944	-0.0781	
MZ22528385	MZ22522978	0	0.1597	0.6305	0.4192	0.5782	-0.1590	
MZ22529406	MZ22510919	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528138	MZ22507518	0	1.0000	0.8078	0.8188	0.8291	-0.0104	
MZ22527942	MZ22520950	0	0.1236	1.0000	0.7852	0.9026	-0.1174	
MZ22528562	MZ22507452	0	0.1065	0.9920	0.7771	0.8936	-0.1166	
MZ22530406	MZ22518604	0	0.0000	0.8125	0.7222	0.7222	0.0000	
MZ22530284	MZ22502992	0	0.8739	0.7710	0.6053	0.7818	-0.1765	
MZ22527082	MZ22517260	0	0.2449	1.0000	0.7975	0.9205	-0.1230	
MZ22529318	MZ22505732	0	0.1316	0.1231	-0.0320	0.1238	-0.1558	
MZ22529194	MZ22510919	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530683	MZ22520937	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528408	MZ22510496	0	0.6388	0.3593	0.1854	0.3904	-0.2050	
MZ22528774	MZ22502937	0	0.6667	0.7921	0.7664	0.7723	-0.0059	
MZ22528816	MZ22500473	0	1.0000	0.9668	0.9665	0.9703	-0.0037	
MZ22528303	MZ22509394	0	0.8048	1.0000	0.8113	0.9783	-0.1670	
MZ22530428	MZ22506457	0	1.0000	0.8823	0.8947	0.8947	0.0000	
MZ22528468	MZ22523307	0	0.1047	1.0000	0.7851	0.9005	-0.1154	
MZ22529399	MZ22511122	0	0.0000	0.9375	0.8333	0.8333	0.0000	
MZ22528574	MZ22507862	0	0.0386	0.8750	0.6735	0.7821	-0.1086	
MZ22527082	MZ22513576	0	0.2449	0.8520	0.6377	0.7846	-0.1469	
MZ22528046	MZ22504193	0	0.1406	0.3865	0.1683	0.3592	-0.1909	
MZ22528468	MZ22521302	0	0.1047	1.0000	0.7960	0.9058	-0.1097	
MZ22528061	MZ22521302	0	0.0591	1.0000	0.7957	0.9010	-0.1053	
MZ22528802	MZ22508612	0	1.0000	0.6884	0.6860	0.7230	-0.0369	
MZ22530429	MZ22514774	0	0.0000	0.9773	0.8660	0.8687	-0.0027	
MZ22529100	MZ22514741	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22530962	MZ22501546	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22528997	MZ22507425	0	1.0000	0.9222	0.9216	0.9308	-0.0092	
MZ22527977	MZ22517774	0	0.3463	1.0000	0.7878	0.9274	-0.1396	
MZ22528104	MZ22502044	0	-1.0000	0.9124	0.7079	0.7111	-0.0032	
MZ22527963	MZ22515670	0	1.0000	0.8125	0.8333	0.8333	0.0000	
MZ22528682	MZ22522285	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22530683	MZ22514741	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528408	MZ22507807	0	0.6388	1.0000	0.7959	0.9599	-0.1639	
MZ22530023	MZ22516942	0	0.0000	0.9706	0.8593	0.8628	-0.0035	
MZ22530026	MZ22517252	0	-1.0000	1.0000	0.7895	0.7895	0.0000	
MZ22530011	MZ22503292	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22529376	MZ22502185	0	-0.5000	0.3719	0.2080	0.2750	-0.0670	
MZ22529141	MZ22520937	0	-0.5000	1.0000	0.8333	0.8333	0.0000	
MZ22531204	MZ22511634	0	0.0000	0.7191	0.6390	0.6472	-0.0083	
MZ22528743	MZ22509949	0	1.0000	0.9803	0.9802	0.9824	-0.0022	
MZ22528236	MZ22524648	0	1.0000	0.8435	0.8572	0.8609	-0.0037	
MZ22530917	MZ22522372	0	0.0000	0.9375	0.8333	0.8333	0.0000	
MZ22530374	MZ22513823	0	0.2912	0.0003	-0.1317	0.0203	-0.1520	
MZ22525211	MZ22519748	0	0.1258	1.0000	0.6894	0.8543	-0.1649	
MZ22528597	MZ22517632	0	0.0642	0.8750	0.6737	0.7849	-0.1113	
MZ22529946	MZ22503292	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22527830	MZ22525413	0	0.4951	0.7258	0.5224	0.6772	-0.1548	
MZ22528054	MZ22515277	0	0.9604	1.0000	0.9251	0.9956	-0.0705	
MZ22528012	MZ22520092	0	0.0983	0.9436	0.7283	0.8497	-0.1214	
MZ22530558	MZ22521212	0	1.0000	0.9375	0.9444	0.9444	0.0000	
MZ22528423	MZ22501939	0	0.0000	0.6169	0.5272	0.5520	-0.0248	
MZ22530624	MZ22510550	0	0.0000	0.7748	0.6620	0.6887	-0.0267	
MZ22529286	MZ22507334	0	0.0000	0.9586	0.8472	0.8521	-0.0049	
MZ22530253	MZ22517597	0	0.0401	0.9614	0.7459	0.8591	-0.1132	
MZ22529301	MZ22514524	0	-0.4207	1.0000	0.7816	0.8421	-0.0606	
MZ22530521	MZ22503292	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529134	MZ22507425	0	1.0000	0.9222	0.9216	0.9308	-0.0092	
MZ22528610	MZ22521178	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22528500	MZ22522032	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528218	MZ22513498	0	1.0000	0.2532	0.3025	0.3362	-0.0337	
MZ22530378	MZ22513823	0	-0.2039	0.0003	-0.1331	-0.0138	-0.1193	
MZ22529325	MZ22513447	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22528369	MZ22510508	0	0.5802	1.0000	0.7959	0.9534	-0.1574	
MZ22528219	MZ22524028	0	0.0736	1.0000	0.7848	0.8971	-0.1122	
MZ22528398	MZ22517937	0	-0.5000	0.9375	0.7778	0.7778	0.0000	
MZ22529954	MZ22525786	0	0.3541	1.0000	0.7879	0.9282	-0.1403	
MZ22528833	MZ22506825	0	0.1189	0.2394	0.0586	0.2267	-0.1681	
MZ22528078	MZ22505093	0	0.0000	0.8125	0.7222	0.7222	0.0000	
MZ22528683	MZ22507807	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528169	MZ22518981	0	-0.5000	1.0000	0.8421	0.8421	0.0000	
MZ22528297	MZ22507334	0	0.0000	0.9586	0.8472	0.8521	-0.0049	
MZ22527963	MZ22509949	0	1.0000	0.9803	0.9802	0.9824	-0.0022	
MZ22530022	MZ22525369	0	0.0000	0.9375	0.8333	0.8333	0.0000	
MZ22529904	MZ22524979	0	-0.5000	0.7778	0.6500	0.6500	-0.0000	
MZ22528483	MZ22512839	0	0.0000	0.9824	0.8712	0.8733	-0.0021	
MZ22527954	MZ22516478	0	0.0765	1.0000	0.7958	0.9028	-0.1070	
MZ22529967	MZ22508335	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22527082	MZ22522351	0	0.2449	0.9542	0.7406	0.8754	-0.1348	
MZ22521088	MZ22507190	0	-1.0000	0.4220	0.2915	0.3167	-0.0252	
MZ22530566	MZ22505265	0	-0.5000	0.4475	0.2970	0.3422	-0.0452	
MZ22528077	MZ22509990	0	1.0000	0.9204	0.9198	0.9293	-0.0094	
MZ22527201	MZ22506091	0	0.1173	1.0000	0.7961	0.9071	-0.1110	
MZ22529537	MZ22502371	0	1.0000	0.5783	0.5763	0.6166	-0.0404	
MZ22518776	MZ22503541	0	0.0000	0.8678	0.7115	0.7232	-0.0117	
MZ22528629	MZ22521616	0	-0.5000	0.9313	0.7729	0.7806	-0.0077	
MZ22529118	MZ22517667	0	0.0356	0.7273	0.5871	0.6696	-0.0825	
MZ22527996	MZ22522539	0	0.0239	1.0000	0.7955	0.8973	-0.1018	
MZ22528198	MZ22510496	0	0.0000	0.3593	0.2784	0.3194	-0.0410	
MZ22530554	MZ22503732	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22530940	MZ22507425	0	-0.5000	0.9222	0.7549	0.7642	-0.0092	
MZ22529737	MZ22512956	0	0.0111	1.0000	0.7844	0.8901	-0.1057	
MZ22529534	MZ22507334	0	1.0000	0.9586	0.9583	0.9632	-0.0049	
MZ22527201	MZ22521639	0	0.1173	0.8750	0.6741	0.7908	-0.1167	
MZ22529994	MZ22508599	0	0.0000	0.6842	0.6190	0.6190	0.0000	
MZ22529076	MZ22509192	0	0.0000	0.9532	0.8476	0.8529	-0.0052	
MZ22528920	MZ22507518	0	0.0000	0.8078	0.7077	0.7180	-0.0104	
MZ22528645	MZ22518557	0	0.1186	0.6889	0.4760	0.6256	-0.1496	
MZ22528816	MZ22502300	0	1.0000	0.9474	0.9524	0.9524	-0.0000	
MZ22528500	MZ22509793	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22526143	MZ22501457	0	0.6348	0.8667	0.7882	0.8280	-0.0398	
MZ22529120	MZ22513823	0	-1.0000	0.0003	-0.1351	-0.0687	-0.0664	
MZ22529578	MZ22503732	0	-0.5000	0.8750	0.7222	0.7222	0.0000	
MZ22529787	MZ22522006	0	0.0000	0.2425	0.1296	0.2156	-0.0860	
MZ22528988	MZ22514321	0	-0.5000	0.9981	0.8314	0.8316	-0.0002	
MZ22530146	MZ22508335	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529186	MZ22520092	0	-0.5000	0.9436	0.7766	0.7832	-0.0067	
MZ22529908	MZ22509394	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22531142	MZ22513285	0	0.0000	0.7344	0.6479	0.6528	-0.0049	
MZ22530739	MZ22514582	0	-0.6667	1.0000	0.7368	0.7368	0.0000	
MZ22523930	MZ22527546	0	0.2296	0.8107	0.4482	0.6816	-0.2334	
MZ22528077	MZ22501117	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530883	MZ22526161	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22530928	MZ22510016	0	1.0000	0.9600	0.9598	0.9642	-0.0045	
MZ22529031	MZ22502371	0	0.9867	0.5783	0.5509	0.6154	-0.0645	
MZ22529003	MZ22501259	0	-0.5000	0.6842	0.5714	0.5714	0.0000	
MZ22528334	MZ22501117	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528491	MZ22521916	0	0.0680	0.4375	0.2848	0.3964	-0.1117	
MZ22528892	MZ22523900	0	0.1180	1.0000	0.7961	0.9072	-0.1110	
MZ22529431	MZ22522981	0	0.0000	0.8127	0.7131	0.7224	-0.0093	
MZ22529481	MZ22521438	0	-0.0361	1.0000	0.7841	0.8849	-0.1008	
MZ22529299	MZ22518707	0	0.4035	0.8686	0.6712	0.8169	-0.1457	
MZ22528852	MZ22510919	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528867	MZ22501909	0	1.0000	0.1934	0.2025	0.2702	-0.0676	
MZ22529217	MZ22507334	0	1.0000	0.9586	0.9583	0.9632	-0.0049	
MZ22527769	MZ22500348	0	0.6667	0.1949	0.1591	0.2565	-0.0973	
MZ22528090	MZ22502992	0	0.9558	0.7710	0.6973	0.7904	-0.0932	
MZ22529258	MZ22507845	0	0.5762	0.8104	0.6276	0.7858	-0.1581	
MZ22530871	MZ22506483	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22528098	MZ22507807	0	0.9755	1.0000	0.9538	0.9973	-0.0435	
MZ22530638	MZ22512571	0	1.0000	0.9617	0.9615	0.9660	-0.0045	
MZ22528125	MZ22503107	0	0.0684	0.0890	-0.1276	0.0867	-0.2143	
MZ22528930	MZ22508612	0	1.0000	0.6884	0.6860	0.7230	-0.0369	
MZ22514941	MZ22517005	0	0.3838	0.7447	0.4780	0.6845	-0.2065	
MZ22529897	MZ22514984	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529207	MZ22502937	0	0.0000	0.7921	0.6997	0.7041	-0.0044	
MZ22528892	MZ22524028	0	0.1180	1.0000	0.7852	0.9020	-0.1168	
MZ22529081	MZ22503292	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529395	MZ22504193	0	0.2795	0.3865	0.1697	0.3746	-0.2049	
MZ22527539	MZ22522186	0	0.0000	0.6875	0.6111	0.6111	0.0000	
MZ22528361	MZ22517448	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22527991	MZ22513498	0	0.0000	0.2532	0.1914	0.2251	-0.0337	
MZ22529105	MZ22519954	0	1.0000	0.8750	0.8889	0.8889	0.0000	
MZ22529288	MZ22502937	0	-0.5000	0.7921	0.6441	0.6485	-0.0044	
MZ22529330	MZ22517246	0	0.0000	0.8125	0.7222	0.7222	0.0000	
MZ22528310	MZ22525380	0	0.1090	0.9180	0.7025	0.8281	-0.1256	
MZ22529418	MZ22510919	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22527996	MZ22524310	0	0.0239	1.0000	0.8144	0.9070	-0.0926	
MZ22529207	MZ22503292	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22520837	MZ22508210	0	0.1448	0.9375	0.7299	0.8494	-0.1195	
MZ22529296	MZ22516929	0	0.0000	0.8504	0.7382	0.7559	-0.0177	
MZ22530146	MZ22516929	0	1.0000	0.8504	0.8493	0.8670	-0.0177	
MZ22515967	MZ22517137	0	-0.3081	0.6752	0.3128	0.4021	-0.0893	
MZ22528182	MZ22521178	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22528069	MZ22511307	0	-1.0000	0.7500	0.5556	0.5556	0.0000	
MZ22507496	MZ22524993	0	0.3547	0.7545	0.4565	0.6808	-0.2244	
MZ22530032	MZ22509483	0	0.0000	0.8235	0.7368	0.7368	-0.0000	
MZ22528078	MZ22512981	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22531078	MZ22520937	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528408	MZ22512981	0	0.6388	0.8750	0.6848	0.8488	-0.1639	
MZ22528756	MZ22512292	0	0.0000	0.9568	0.8512	0.8561	-0.0048	
MZ22528802	MZ22520302	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528077	MZ22512981	0	1.0000	0.8750	0.8889	0.8889	0.0000	
MZ22527963	MZ22510496	0	1.0000	0.3593	0.3895	0.4305	-0.0410	
MZ22528841	MZ22513998	0	0.4635	0.9129	0.7032	0.8630	-0.1598	
MZ22529380	MZ22517667	0	1.0000	0.7273	0.7500	0.7500	0.0000	
MZ22528853	MZ22509394	0	0.2867	1.0000	0.7869	0.9207	-0.1338	
MZ22529086	MZ22508335	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22530008	MZ22505465	0	0.0000	0.7222	0.6500	0.6500	0.0000	
MZ22529752	MZ22520874	0	1.0000	0.9444	0.9500	0.9500	0.0000	
MZ22528623	MZ22524641	0	0.3518	1.0000	0.7879	0.9280	-0.1401	
MZ22528730	MZ22503732	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22528634	MZ22515670	0	1.0000	0.8125	0.8333	0.8333	0.0000	
MZ22528715	MZ22520168	0	-1.0000	0.4867	0.3140	0.3302	-0.0162	
MZ22528012	MZ22502527	0	0.0983	0.2334	0.0550	0.2192	-0.1642	
MZ22528562	MZ22508592	0	0.1065	0.7553	0.5598	0.6905	-0.1307	
MZ22528947	MZ22514741	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530343	MZ22505240	0	-1.0000	1.0000	0.7778	0.7778	0.0000	
MZ22528171	MZ22500528	0	0.8531	0.2202	0.0583	0.2804	-0.2221	
MZ22528715	MZ22516015	0	-1.0000	0.8750	0.6667	0.6667	0.0000	
MZ22529097	MZ22511397	0	-0.0034	1.0000	0.7846	0.8885	-0.1039	
MZ22529954	MZ22515339	0	0.3541	0.9237	0.7283	0.8638	-0.1354	
MZ22529878	MZ22514582	0	0.9737	1.0000	0.9503	0.9971	-0.0468	
MZ22528743	MZ22501939	0	1.0000	0.6169	0.6325	0.6572	-0.0248	
MZ22529797	MZ22504372	0	-0.5000	0.2564	0.0978	0.1724	-0.0746	
MZ22528500	MZ22503652	0	1.0000	0.9412	0.9474	0.9474	-0.0000	
MZ22528369	MZ22500473	0	0.5802	0.9668	0.7723	0.9261	-0.1538	
MZ22528320	MZ22506483	0	0.0000	0.8750	0.7778	0.7778	0.0000	
MZ22529396	MZ22502300	0	0.0000	0.9474	0.8571	0.8571	-0.0000	
MZ22530872	MZ22518090	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528867	MZ22520937	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22528774	MZ22507334	0	0.6667	0.9586	0.9055	0.9125	-0.0070	
MZ22528364	MZ22523878	0	-0.0624	1.0000	0.7839	0.8820	-0.0981	
MZ22529339	MZ22515815	0	1.0000	0.8125	0.8333	0.8333	0.0000	
MZ22522486	MZ22524102	0	-0.0230	0.8805	0.4723	0.6797	-0.2074	
MZ22528195	MZ22512407	0	-1.0000	0.5856	0.3603	0.4094	-0.0491	
MZ22530624	MZ22525291	0	0.0000	0.5456	0.4429	0.4910	-0.0481	
MZ22528969	MZ22513823	0	-1.0000	0.0003	-0.1351	-0.0687	-0.0664	
MZ22530008	MZ22500683	0	0.0000	0.0220	0.0040	0.0201	-0.0161	
MZ22531074	MZ22511634	0	0.0000	0.7191	0.6390	0.6472	-0.0083	
MZ22527082	MZ22512000	0	0.2449	1.0000	0.7868	0.9161	-0.1293	
MZ22527953	MZ22524979	0	-0.0010	0.7778	0.6053	0.6999	-0.0946	
MZ22530448	MZ22502371	0	1.0000	0.5783	0.5763	0.6166	-0.0404	
MZ22529102	MZ22504372	0	0.0000	0.2564	0.1533	0.2279	-0.0746	
MZ22530544	MZ22519724	0	-0.5000	0.7500	0.6111	0.6111	0.0000	
MZ22528845	MZ22520168	0	-0.1206	0.4867	0.3191	0.4228	-0.1037	
MZ22528054	MZ22508547	0	0.9604	1.0000	0.9251	0.9956	-0.0705	
MZ22527963	MZ22509000	0	1.0000	0.6451	0.6734	0.6845	-0.0110	
MZ22530981	MZ22523243	0	-0.5000	1.0000	0.8333	0.8333	0.0000	
MZ22530790	MZ22509962	0	-0.5000	0.4375	0.3333	0.3333	0.0000	
MZ22529157	MZ22501259	0	0.0000	0.6842	0.6190	0.6190	0.0000	
MZ22528905	MZ22515812	0	-0.2421	0.9726	0.7551	0.8376	-0.0825	
MZ22511049	MZ22512960	0	0.5000	0.6429	0.6111	0.6111	-0.0000	
MZ22531249	MZ22517703	0	0.0000	1.0000	0.9130	0.9130	0.0000	
MZ22529749	MZ22525380	0	0.1727	0.9180	0.7031	0.8352	-0.1321	
MZ22528138	MZ22508599	0	1.0000	0.6842	0.7143	0.7143	0.0000	
MZ22529395	MZ22519011	0	0.2795	0.7500	0.5646	0.6977	-0.1331	
MZ22528232	MZ22513033	0	-0.0432	1.0000	0.7841	0.8841	-0.1000	
MZ22528195	MZ22508592	0	-1.0000	0.7553	0.5539	0.5798	-0.0259	
MZ22528459	MZ22500579	0	0.0000	0.1210	0.0197	0.1083	-0.0885	
MZ22528458	MZ22502699	0	1.0000	0.1154	0.1121	0.2085	-0.0964	
MZ22525088	MZ22524088	0	0.2546	1.0000	0.6931	0.8758	-0.1827	
MZ22529330	MZ22509327	0	0.0000	0.9576	0.8462	0.8512	-0.0050	
MZ22530424	MZ22518494	0	1.0000	0.8125	0.8333	0.8333	0.0000	
MZ22529381	MZ22524902	0	0.0000	1.0000	0.8889	0.8889	0.0000	
MZ22528423	MZ22515268	0	0.0000	0.9175	0.8116	0.8209	-0.0092	
MZ22531003	MZ22512839	0	1.0000	0.9824	0.9823	0.9844	-0.0021	
MZ22528198	MZ22509990	0	0.0000	0.9204	0.8087	0.8182	-0.0094	
MZ22528383	MZ22508437	0	-1.0000	0.7303	0.5061	0.5381	-0.0320	
